,url,description,gpt3_description
5535,https://abcnews.go.com/Entertainment/wireStory/womens-hall-fame-induct-justice-sotomayor-jane-fonda-65611850,"U.S. Supreme Court Justice Sonia Sotomayor, actress Jane Fonda and attorney Gloria Allred are among the National Women's Hall of Fame's latest honorees","U.S. Supreme Court Justice Sonia Sotomayor and actress Jane Fonda are among the 10 women who will be inducted into the National Women's Hall of Fame this year.

The 10 women will be inducted at a ceremony in Seneca Falls, New York, on October 1."
5536,https://www.businessinsider.com/nintendo-ring-fit-adventure-switch-release-date-trailer-wii-fit-2019-9,"Nintendo will release ""Ring Fit Adventure,"" a new exercise game for the Nintendo Switch, on October 18. ""Ring Fit Adventure"" will make use of new accessories and the Switch's motion controls to guide players through a variety of exercises. The game will also …","Nintendo will release a new fitness game for the Switch this October. The game, called Ring Fit Adventure, uses a special ring controller to track players' movements and help them get fit."
5537,https://www.nytimes.com/2019/09/14/us/politics/democratic-debates.html,"Also this week, Kamala Harris releases a long-awaited plan, Elizabeth Warren wants to expand Social Security, and President Trump has a new Republican challenger.","The article discusses the highlights of the third night of the 2020 Democratic debates. Also this, 10 candidates took the stage in Houston, including former Vice President Joe Biden, Senators Kamala Harris and Cory Booker, and Beto O’Rourke."
5538,http://www.bbc.co.uk/news/uk-politics-49690618,"The former prime minister says the 2016 EU referendum turned into a ""terrible Tory psychodrama"".","The former Brexit secretary David Davis has said the UK should not pay the £39bn ""divorce bill"" to the EU unless a trade deal is agreed. He also said the government should prepare for a no-deal Brexit."
5539,https://in.reuters.com/article/usa-binladen-son-idINKBN1VZ0CF,"The White House said in a statement on Saturday that Hamza bin Laden, a son of slain al Qaeda leader Osama bin Laden and himself a notable figure in the militant group, was killed in a U.S. counterterrorism operation.","The White House said on Saturday it had killed Hamza bin Laden, the son of al Qaeda leader Osama bin Laden, in a counter-terrorism operation.

The U.S. had offered a $1 million reward for information leading to his capture."
5540,https://www.irishtimes.com/life-and-style/people/ireland-s-rugby-world-cup-squad-as-you-ve-never-seen-them-before-1.4015118,"Over the past six months the sports photographers Billy Stickland, Dan Sheridan and James Crombie have travelled the length and breadth of Ireland, capturing each member of the Rugby World Cup squad with the people and places that mean most to them. As they m…","Over the course of the Rugby World Cup, the Irish Times will be releasing a series of photographs of the Irish rugby team in a more candid light. The first installment features the team in their hotel room in Japan, just before their first match."
5541,https://www.businessinsider.com/tactical-nuclear-weapons-escalation-us-russia-war-animated-strike-map-2019-9,"A new simulation called "" Plan A,"" by researchers at Princeton's Program on Science and Global Security, shows how the use of one so-called tactical or low-yield nuclear weapon could lead to a terrifying worldwide conflict. In the roughly four-minute video, a…","A new animated map shows how a nuclear war between the US and Russia could play out, with devastating consequences. The map shows the potential targets and damage from a nuclear strike, as well as the devastating aftermath."
5542,http://us.cnn.com/2019/09/14/politics/hamza-bin-laden-al-qaeda-dead/index.html,"President Donald Trump in a statement on Saturday said late al Qaeda leader Osama bin Laden's son Hamza bin Laden had been ""killed in a United States counterterrorism operation in the Afghanistan/Pakistan region.""","President Donald Trump said Saturday that the U.S. has killed Hamza bin Laden, the son of Osama bin Laden and a top al Qaeda leader, in a counterterrorism operation.

The operation that led to Hamza bin Laden's death was months in the making, two U.S. officials said"
5543,https://www.cnn.com/2019/09/14/health/doctor-indiana-fetal-remains/index.html,"The family of a doctor who operated a clinic in Indiana sifted through his personal belongings after his death and found  2,246 medically preserved fetal remains, authorities said.","The family of a doctor who was found with the remains of over 2,000 aborted fetuses at his home is speaking out. The doctor's wife and daughter say they had no idea about the fetuses and are devastated by the news."
5544,https://www.nytimes.com/2019/09/14/dining/maple-butter-roast-chicken-is-everything.html,Make this sweet-and-salty recipe soon.,"Make this maple-butter roast chicken and you'll have a delicious, fall-flavored meal that will leave your family and friends impressed. The chicken is roasted with a maple syrup and butter mixture, resulting in a crispy skin and juicy meat."
5545,https://www.irishtimes.com/sport/racing/elarqam-could-spell-trouble-for-magical-in-champions-weekend-showpiece-1.4017539,Curragh and Leopardstown share six Group Ones in €4.6m event,Elarqam could spell trouble for Magical in Champions Weekend showpiece. The four-year-old colt is unbeaten in three starts this season and will be a tough opponent for Magical.
5546,https://www.irishtimes.com/news/world/europe/italy-says-migrants-can-disembark-from-rescue-boat-1.4018501,New government breaks from era of hardline immigration measures pushed by Salvini,New government in Italy says that migrants can disembark from rescue boat. This is a change in policy from the previous government.
5547,https://abcnews.go.com/US/wireStory/photo-gallery-selection-pictures-past-week-65610352,PHOTOS: A boy waving to passing motorists to commemorate the anniversary of Sept. 11 terrorist attacks; an Audi displayed at the IAA Auto Show in Germany; Spain's Rafael Nadal reacting after scoring a point during the men's final of the U.S. Open.,PHOTOS: A selection of some of the best news photos from the past week.
5548,https://www.aljazeera.com/news/2019/09/saudi-aramco-world-profitable-company-190914093645213.html,"Seen as Saudi Arabia's business crown jewel, the oil giant employs more than 65,000 people worldwide.","Seen as a key player in the global economy, Saudi Aramco is the world's most profitable company. The company's net income for 2018 was $111.1 billion, up from $88.2 billion the year before."
5549,https://abcnews.go.com/International/wireStory/zimbabwes-mugabe-honored-state-funeral-65609204,"African heads of state and envoys are gathering to attend a state funeral for Zimbabwe's founding president, Robert Mugabe, whose burial has been delayed for at least a month until a special mausoleum can be built for his remains","African heads of state and other dignitaries gathered in Harare, Zimbabwe, on Saturday for the state funeral of Robert Mugabe, the country's first leader after its independence from white minority rule in 1980."
5550,https://in.reuters.com/article/iran-gas-idINKBN1VZ06S,"Iran signed a $440 million contract on Saturday with local company Petropars to develop the Belal gas field in the Gulf, Iranian state television reported, saying the country's vital energy sector was active despite U.S. sanctions.","Iran signed a gas deal with Pakistan on Monday, according to Iranian state media, as the two countries move ahead with a long-delayed project to build a pipeline to bring Iranian natural gas to energy-starved Pakistan.

The project has been held up for years due to financing difficulties and security concerns"
5551,https://www.nytimes.com/2019/09/14/world/europe/notre-dame-lead.html,"Every expert consulted by The New York Times said it was still safe to visit Paris, though they differed on what precautions should be taken.",Every expert who has examined the lead contamination at Notre Dame Cathedral since the April fire has been surprised by how widespread it is. The latest findings show that the entire south side of the roof was covered in lead-based paint.
5552,https://abcnews.go.com/International/wireStory/pm-cameron-brexit-divisions-65608781,The British prime minister who called the Brexit referendum and then saw the public vote to leave the European Union says he is sorry for the divisions it has caused,"The British Prime Minister, David Cameron, has announced his resignation after the United Kingdom voted to leave the European Union. The vote has left the country divided, with many people feeling uncertain about the future."
5553,https://www.bbc.co.uk/news/uk-scotland-49699997,"Former PM David Cameron tells many of Saturday's papers that he was ""hugely depressed"" after 2016's referendum result.","Former PM Gordon Brown has called for a ""national mission"" to tackle child poverty in the UK. He says the government should use its tax and benefits powers to end poverty within a decade."
5554,https://www.irishtimes.com/culture/books/the-age-of-football-the-ugly-side-of-the-beautiful-game-1.4009069,Review: David Goldblatt’s fascinating account of how football is abused by political interests,"Review: David Conn's ""The Age of Football"" looks at the ugly side of the beautiful game. From the hooliganism of the 1970s and 80s to the modern day problems of racism and sexism, Conn shows how football has often been a reflection of society's ills."
5555,https://www.nytimes.com/2019/09/14/business/lessig-epstein-ito-mit.html,"A conversation with Lawrence Lessig about Jeffrey Epstein, M.I.T. and reputation laundering.","A conversation between the author and Lawrence Lessig, a professor at Harvard Law School, about the role of money in politics and the recent death of Jeffrey Epstein."
5556,https://www.newsweek.com/college-football-2019-oklahoma-ucla-where-watch-tv-channel-live-stream-1458317,"Jalen Hurts has set college football alight since transferring from Alabama to Oklahoma, and could add to his stellar return against UCLA.","Jalen Hurts, a former Alabama quarterback, will make his debut for the Oklahoma Sooners against the UCLA Bruins. The game will be broadcast on ABC."
5557,https://www.cnn.com/2019/09/14/europe/italy-government-migrant-rescue-ship-intl/index.html,"An aid ship carrying 82 migrants rescued from the Mediterranean has been granted permission to dock on the Italian island of Lampedusa and for migrants to disembark, SOS Mediterranee and an Italian minister said on Twitter.","An aid ship carrying dozens of rescued migrants has been allowed to dock in an Italian port after being stranded at sea for nearly two weeks. The ship, which is operated by a German charity, had been denied entry by Italy and Malta."
5558,https://www.cbsnews.com/news/flores-agreement-dont-blame-1997-settlement-for-rise-in-immigration-attorneys-experts-tell-court-2019-09-13/,"In a combative filing Friday, lawyers and experts said the government is wrong to claim terminating a landmark court agreement will deter migration","In a recent article, CBS News discusses the Flores agreement - a 1997 settlement that set standards for the detention of minors in U.S. immigration facilities. While some have blamed the agreement for the recent rise in immigration, attorneys and experts say that is not the case."
5559,https://www.irishtimes.com/news/ireland/irish-news/beef-dispute-processors-enter-talks-despite-illegal-blockades-at-plants-1.4018457,Minister urges parties to step back from ‘entrenched positions’ and resolve row,"Minister urges processors and farmers to enter talks to end the beef dispute, despite illegal blockades at plants. The blockades have caused production at the plants to grind to a halt, and farmers are demanding better prices for their cattle."
5560,https://www.bbc.co.uk/news/uk-northern-ireland-foyle-west-49686451,Creggan in Londonderry is seen as a dissident republican stronghold. But what do locals think?,Creggan in Londonderry has been the scene of nightly protests since the death of Lyra McKee. The 29-year-old journalist was shot dead by a dissident republican during rioting on Thursday night.
5561,https://edition.cnn.com/2019/09/14/uk/uk-the-crown-royal-family-scli-gbr-intl/index.html,"The British royal family responded to writer Peter Morgan's claims that he met regularly with ""people who are very high-ranking and very active within the organisation.""","The British royal family has been the subject of a popular Netflix series, ""The Crown."" Now, a new book claims that the royal family is ""fake news."""
5562,https://abcnews.go.com/US/wireStory/teens-shot-virginia-high-school-football-game-65610956,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.","Get breaking news and live updates on the shooting at a high school football game in Virginia. Two teens were shot and wounded, and the suspect is still at large."
5563,https://abcnews.go.com/International/wireStory/latest-tropical-storm-humberto-strengthens-off-bahamas-65613919,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",Get breaking news on Hurricane Humberto as it strengthens off the Bahamas and heads west. Humberto is expected to become a major hurricane by Wednesday night.
5564,https://www.nytimes.com/2019/09/14/us/california-trump-newsom.html,California Democrats have been energized by a wave of anti-Trump sentiment to enact a sweeping liberal agenda that in almost every way offers a counternarrative to Trump administration policies.,"California Democrats are fighting back against Trump's environmental policies. Governor Newsom is leading the charge, vowing to protect the state's coast from oil drilling and to uphold California's environmental standards."
5565,https://www.aljazeera.com/news/2019/09/white-house-confirms-osama-bin-laden-son-killed-operation-190914133429545.html,It is believed that Hamza bin Laden was being groomed as heir to the al-Qaeda leadership following his father's death.,It is the White House has confirmed that Osama bin Laden's son has been killed. The operation was conducted in an area of Afghanistan.
5566,https://www.cbsnews.com/video/eye-opener-felicity-huffman-sentenced-in-college-admissions-scandal/,"The first parent in the college bribery scandal is sentenced to prison time. Also, less than two weeks after a deadly Category 5 hurricane hit the Bahamas a new threat moves in. All that and all that matters in today's Eye Opener. Your world in 90 seconds.","The first sentence of the article reads ""Felicity Huffman was sentenced to 14 days in prison for her role in the college admissions scandal."" The second sentence reads ""The ""Desperate Housewives"" star must also pay a $30,000 fine and perform 250 hours of community service."""
5567,https://www.irishtimes.com/business/construction/despite-house-price-drop-the-real-underlying-problem-remains-1.4017419,"Rightly or wrongly, Brexit was named this week as one of the culprits for a fall in house prices in Dublin. The median value of a home in the capital dipped 0.2 per cent to €366,000 in July while nationally it climbed 2.3 per cent to €255,000. Some observers …","Rightly or wrongly, many people believe that the current housing crisis is simply a matter of prices dropping too high, and that if prices were to fall, the market would once again become accessible to buyers. However, this article argues that the real underlying problem is that there is not enough housing being built."
5568,https://edition.cnn.com/2019/09/14/uk/brexit-david-cameron-gbr-intl/index.html,"David Cameron has finally broken his silence on Brexit, admitting some people ""will never forgive"" him for holding the referendum.",David Cameron was the Prime Minister of the United Kingdom from 2010 to 2016. He resigned after the UK voted to leave the European Union.
5569,https://www.cbsnews.com/news/ken-burns-explores-the-true-roots-of-country-music-in-new-documentary-2019-09-14/,"""I suddenly realized that this would be American history firing on all cylinders""",I suddenly became interested in country music after watching this documentary. It explores the true roots of country music and how it has evolved over the years.
5570,https://www.businessinsider.com/sanjay-poonen-vmware-linux-microsoft-2019-9,"VMware COO Sanjay Poonen says that in its early days, Microsoft could have ""obliterated"" VMware. Microsoft had created a competing product that worked better with its own Windows operating system. So rather than tackle the challenge head-on, VMware found succ…","VMware COO Sanjay Poonen has said that the company is committed to Linux, and that it is working closely with Microsoft to make sure that the two products can work together seamlessly."
5571,https://www.cnn.com/2019/09/14/us/swatting-sentence-casey-viner/index.html,"An Ohio video gamer who played a role in a hoax phone call that led police to kill a man in Kansas was sentenced Friday to 15 months in prison, authorities said.","An Ohio man was sentenced to 15 months in prison for his role in a ""swatting"" incident that led to the death of a Kansas man. Casey Viner, 19, of North College Hill, pleaded guilty in March to conspiracy and obstruction of justice."
5572,https://www.aljazeera.com/programmes/countingthecost/2019/09/saudi-arabia-oil-minister-fired-job-190914123329988.html,"As the kingdom struggles with subdued oil prices, will the new minister fare better? Plus, climate change adaptation.","As the world's largest oil exporter, Saudi Arabia's oil minister has been fired in a major government reshuffle. The move comes as the kingdom faces mounting economic pressure and criticism over its handling of the Jamal Khashoggi murder."
5573,https://www.businessinsider.com/viking-cruises-worlds-longest-cruise-photos-2019-9,"Viking Cruises is attempting to set the record for the world's longest continuous passenger cruise with its Viking Sun ship. Its ""ultimate world cruise,"" which set sail on August 31 from London, will spend a total of 245 days visiting 51 countries across six …",Viking Cruises is a cruise line that offers the world's longest cruise. The cruise lasts for 240 days and visits six continents.
5574,https://www.businessinsider.com/early-retiree-financial-independence-hinges-on-spending,"Rob Berger, a deputy editor at Forbes, retired from his law job at age 49 after saving an amount equal to 25 times his annual expenses — the magic number for achieving financial independence. Berger kept his expenses relatively low, which meant two things: he…","Rob Berger is a financial planner and early retiree who wrote an article for Business Insider about how spending is the key to financial independence. He explains that in order to achieve financial independence, one must be mindful of their spending and make sure that their spending aligns with their goals."
5575,https://www.businessinsider.com/jennifer-aniston-scarlett-johansson-celebrities-social-media-avoid-quit-2019-9,"Celebrities dominate social media, with big names like Kim Kardashian, Ariana Grande, and Justin Bieber comprising some of the most-followed accounts on Instagram and Twitter. However, some celebrities have shirked social media entirely by choosing to delete …","Celebrities dominate social media, but some are choosing to quit because of the negative impact it can have on their mental health."
5576,http://feeds.reuters.com/~r/reuters/topNews/~3/1wxfCaqhvBQ/overshadowed-by-u-s-corruption-probe-uaw-gm-near-contract-deadline-idUSKBN1VZ091,"A federal corruption probe of top union officials stirred growing uncertainty about collective bargaining talks on Saturday, as the current labor contract between the United Auto Workers (UAW) and General Motors Co was set to expire at the stroke of midnight.",A federal corruption probe has overshadowed the United Auto Workers' (UAW) contract negotiations with General Motors (GM). The UAW and GM are both facing pressure to reach a deal before the current contract expires on Saturday.
5577,https://www.nytimes.com/2019/09/14/world/middleeast/saudi-arabia-refineries-drone-attack.html,"The attacks set two large refineries ablaze, as the Houthi faction tried once again to take the war that has devastated Yemen to Saudi Arabia.","The attacks on two Saudi Arabian oil refineries have been linked to Iran, according to American officials, and they threaten to further inflame tensions in the Middle East."
5578,https://www.irishtimes.com/sport/soccer/michael-walker-maguire-needs-to-get-his-head-around-tough-leicester-challenge-1.4017449,There is an anxious focus on all areas of the Manchester United team – and on its dugout,There is an article about Michael Walker Maguire needing to get his head around the tough Leicester challenge. The article talks about how Maguire needs to improve his team's performance if they want to stay in the Premier League.
5579,https://www.irishtimes.com/							/life-and-style/food-and-drink/overpubbed-ireland-the-slow-death-of-the-local-bar-1.4016286	,"Ireland has 1,500 fewer pubs than in 2006. Nowhere has seen a steeper decline than Limerick","Ireland has a long and storied history with pubs. However, in recent years, the number of pubs in Ireland has been on the decline. This article explores the reasons behind this trend and the effects it has on the people of Ireland."
5580,https://www.businessinsider.com/next-recession-investors-using-wrong-economic-signal-raoul-pal-says-2019-9,"Raoul Pal, the former hedge fund manager who founded Real Vision, says popular metrics used to dispel the notion of an imminent recession are too backward-looking to be effective. He instead points to the following evidence that a meltdown is coming soon than…","Raoul Pal is the CEO and co-founder of Real Vision, a financial media company. He is also a former hedge fund manager. In this article, he argues that investors are using the wrong economic signal to predict the next recession."
5581,https://www.businessinsider.com/high-yield-savings-account-what-to-look-for,"I use high-yield savings accounts to keep my cash close but growing, and I tell my friends and family to do the same. But how do you know what to look for in a high-yield savings account? It comes down to three things: You shouldn't have to pay monthly fees, …","I use a high yield savings account to save money. This account offers a higher interest rate than a traditional savings account, which means I can earn more money on my savings."
5582,https://abcnews.go.com/International/wireStory/latest-germany-ready-rescued-migrants-65609738,Germany's interior minister says his country is prepared to take in a quarter of migrants rescued off the Italian coast as the European Union tries to find a solution to repeated standoffs involving humanitarian groups' ships,"Germany's interior minister says the country is ready to take in up to 150 migrants rescued in the Mediterranean Sea, a day after the government came under fire for refusing to do so. Horst Seehofer says Germany will take in some of the migrants but didn't say how many."
5583,https://www.aljazeera.com/programmes/listeningpost/2019/09/talk-chile-el-mercurio-190914083123442.html,We examine coverage and CIA funding of the paper that supported 1973 Chilean coup and dictatorship after.,We examine the Chilean newspaper El Mercurio and how it is critical of the government despite being owned by a right-wing business group.
5584,https://www.bbc.co.uk/sport/football/49617945,St Johnstone are still without a Scottish Premiership win despite maintaining their strong record at Pittodrie in a 1-1 draw with Aberdeen.,St Johnstone have been drawn against Celtic in the Scottish League Cup semi-final. The match will take place at Hampden Park on 27 October.
5585,https://www.irishtimes.com/news/world/middle-east/us-confirms-death-of-son-of-osama-bin-laden-in-counter-terrorism-operation-1.4018499,White House statement does not say when Hamza was killed or how death was confirmed,"The White House has confirmed that Hamza bin Laden, the son of Osama bin Laden, has been killed in a counter-terrorism operation. This operation was conducted by the United States."
5586,https://www.cnn.com/2019/09/13/opinions/aoc-attack-ad-was-a-failure-ghitis/index.html,"The content of the ad drew attention to serious shortcomings in today's Republican Party, and the context in which it was aired only highlighted it as a perverse lie, writes Frida Ghitis.","The content of the article is about how a recent attack ad against Alexandria Ocasio-Cortez failed miserably. The ad, which was created by a super PAC called America Rising, was an attempt to paint Ocasio-Cortez as out of touch with regular Americans."
5587,http://www.bbc.co.uk/news/world-africa-49686131,The state funeral comes amid controversy over the former Zimbabwean leader's burial.,"The state of emergency has been lifted in the Ethiopian capital, Addis Ababa, and the surrounding Oromia region, the government has announced. The move comes after more than two years of anti-government protests."
5588,https://www.newsweek.com/liga-mx-2019-monterrey-necaxa-tv-channel-live-stream-odds-1459130,"Necaxa looks to consolidate its playoff spot when it travels to Monterrey on Saturday, while the hosts need a win to boost their postseason hopes.",Necaxa looks to continue their good form when they take on Monterrey on Friday. The game will be broadcast on Univision Deportes.
5589,https://abcnews.go.com/International/wireStory/humanitarian-corridor-rebel-held-idlib-unused-65610500,Syrian state media is reporting that government troops have opened a secured corridor to allow residents of the last rebel-held stronghold to leave but no one came out,"Syrian state media said a ""humanitarian corridor"" set up by Russia in rebel-held Idlib province has not been used a day after it opened.
The corridor was set up to allow civilians to flee fighting between Syrian government forces and rebels in Idlib, the last rebel stronghold in Syria."
5590,https://www.irishtimes.com/business/energy-and-resources/tony-o-reilly-jnr-s-fate-rests-on-delivery-of-chinese-cash-1.4017358,Providence chief executive has to sell investors on himself after a series of setbacks,"Providence chief executive Tony O’Reilly jnr’s future with the company will be decided by the end of the month, when a deal with a Chinese group is expected to be completed.

The deal will see a Chinese group invest $150 million in Providence for a 30 per cent stake"
5591,https://www.nytimes.com/2019/09/13/opinion/refugees-trump-america.html,"Under Donald Trump, America is ceasing to be the last best hope.","Under Donald Trump, the United States has reduced the number of refugees it accepts to a record low. Trump has also slashed the refugee resettlement program, making it harder for refugees to find a new home in America."
5592,https://www.bbc.co.uk/sport/av/football/49694143,"Newcastle United's Longstaff brothers, Sean and Matty, take on Football Focus' Honesty Cards, answering the big questions such as Shearer or Owen? And Ant or Dec?","Newcastle United's Steve Bruce says his side must ""keep the faith"" after their 1-0 defeat by Arsenal. Bruce's side are 19th in the Premier League, one point from safety."
5593,https://www.cnn.com/2019/09/14/us/tropical-storm-humberto-saturday-wxc/index.html,Humberto is now a tropical storm barreling its way through the Atlantic and threatening the same northwestern Bahamas islands ravaged by Hurricane Dorian nearly two weeks ago.,Humberto is a tropical storm that is expected to become a hurricane by Saturday night. The storm is expected to bring heavy rain and strong winds to the Bahamas.
5594,https://www.irishtimes.com/life-and-style/nudity-is-a-great-leveller-why-germans-love-to-get-naked-1.4014025,"The first time Michael Adamski saw his mother-in-law naked it was awkward. But it wasn’t as awkward as seeing his boss naked. Adamski, a police officer in Berlin who investigates organised crime, first started going to a nudist camp at a lake outside Berlin a…","The first sentence of the article reads ""It is a sunny day in Berlin and I am about to get naked in a park."" The article is about why Germans love to get naked, and the author's experience getting naked in a park in Berlin."
5595,http://feeds.reuters.com/~r/reuters/topNews/~3/iA0OKBQAUyk/houthi-drones-hit-saudi-oil-heartland-sources-say-crude-flows-disrupted-idUSKCN1VZ01N,"Yemen's Iran-aligned Houthi group on Saturday attacked two plants at the heart of Saudi Arabia's oil industry, including the world's biggest petroleum processing facility, in a strike that three sources said had disrupted output and exports.","Yemen's Iran-aligned Houthi movement carried out drone attacks on two Saudi Aramco oil facilities in the kingdom's Eastern Province, sources said, disrupting output and exports from the world's biggest crude producer.

The attacks on the Abqaiq processing plant and the Khurais oil field caused"
5596,https://www.reuters.com/article/us-russia-nuclear-floating-idUSKBN1VZ0CY,"Russia's first-floating nuclear power plant has arrived to its permanent base near an isolated Russian town across the Bering Strait from Alaska, Russian state nuclear energy company Rosatom said on Saturday.","Russia's first-floating nuclear power station has arrived in the Arctic port of Murmansk, where it will be loaded with nuclear fuel before setting off on its maiden voyage to provide power to a remote region of the country.

The Akademik Lomonosov is the first of its kind"
5597,http://us.cnn.com/2019/09/14/us/brayden-nurse-cami-transplant-trnd/index.html,"Brayden Auten is alive and well thanks to Cami Loritz. Loritz, a nurse in the transplant ICU at Froedtert Hospital in Milwaukee, volunteered to be a living liver donor in order to save Auten's life after he was diagnosed with liver failure.","Brayden Auten was born with a congenital heart defect and has spent his life in and out of the hospital. In August, he received a heart transplant from his mother, Cami."
5598,https://www.nytimes.com/2019/09/14/world/americas/cameron-ortis-arrested.html,"Cameron Ortis, a senior official with the Royal Canadian Mounted Police’s intelligence unit, faces three charges under a 2012 security of information law.","Cameron Ortis, a former high-ranking intelligence official in Canada, has been arrested and charged with violating the country’s official secrets law."
5599,http://feeds.reuters.com/~r/reuters/topNews/~3/H1arcVzE9ek/trump-floats-possible-defense-treaty-days-ahead-of-israeli-elections-idUSKBN1VZ0FM,"U.S. President Donald Trump said on Saturday he had spoken with Israeli Prime Minister Benjamin Netanyahu about a possible mutual defense treaty between the two nations, a move that could bolster Netanyahu's re-election bid just days before Israelis go to the…",U.S. President Donald Trump said on Saturday he had spoken with Israeli Prime Minister Benjamin Netanyahu about the possibility of a mutual defense treaty between the United States and Israel. Trump made the remarks at the annual Conservative Political Action Conference.
5600,https://www.businessinsider.com/drinks-of-the-summer-evolution-spiked-seltzer-aperol-spritz-rose-2019-9,"Spiked seltzer is the drink of summer 2019. It follows in the same path as drinks of summers past, such as Aperol Spritz and rosé. While people of all ages are enjoying these beverages, millennials are largely behind their popularity. Millennials like drinks …","Spiked seltzer is a type of alcoholic beverage that is made with seltzer water and alcohol. It is a popular choice for summer drinks, as it is refreshing and has a lower alcohol content than most other alcoholic beverages."
5601,https://af.reuters.com/article/worldNews/idAFKCN1VZ05G,"Foreign leaders, supporters and ordinary citizens gathered at a national stadium on Saturday to bid farewell to Zimbabwe's founder Robert Mugabe, after a week of disputes over his burial that have threatened to undermine President Emmerson Mnangagwa.","Foreign leaders, including U.S. President Donald Trump, have been quick to congratulate Jair Bolsonaro on his election as Brazil's president."
5602,http://feeds.reuters.com/~r/reuters/topNews/~3/O6zNoLW4H04/uk-condemns-houthi-drone-attack-on-saudi-oil-facilities-idUSKBN1VZ0FS,"Britain condemned a drone attack on Saudi Arabian oil facilities on Saturday, and said that Yemen's Houthi rebel group should stop targeting Saudi civilian and commercial infrastructure.","Britain condemned an attack on Saudi Arabian oil facilities on Saturday, saying that it was ""unacceptable"" and that the country was working closely with the Saudis to establish the facts. The attack, which was claimed by Yemen's Iran-aligned Houthi group, caused fires at two Saudi Aramco plants."
5603,https://www.reuters.com/article/us-usa-israel-defense-idUSKBN1VZ0FM,"U.S. President Donald Trump said on Saturday he had spoken with Israeli Prime Minister Benjamin Netanyahu about a possible mutual defense treaty between the two nations, a move that could bolster Netanyahu's re-election bid just days before Israelis go to the…","U.S. President Donald Trump's administration is finalizing a new arms package for Israel that will include advanced F-35 fighter jets and upgraded F-16s, two U.S. officials said, despite Israeli concerns about the U.S. selling the same equipment to Arab countries."
5604,https://www.cnn.com/2019/09/14/us/transgender-women-florida-maryland-week/index.html,"Bee Love Slater is the 18th known transgender person to be killed this year, the Human Rights Campaign said.","Bee Love, a black transgender woman, was found dead in a burned car in Florida. This is the third transgender woman of color to be killed in the U.S. in the past two weeks."
5605,https://abcnews.go.com/International/wireStory/humbled-macron-common-touch-win-back-france-65609137,"As French President Emmanuel Macron shines on the international scene, at home, he is facing an arduous path to try to win back the hearts of the French","As French President Emmanuel Macron returns to his hometown for a two-day visit, he is looking to win back the support of the people with a more humble approach. Macron is set to meet with locals and visit a school and a farm, in an effort to show his more down-to-earth side."
5606,https://www.reuters.com/video/2019/09/14/osama-bin-ladens-son-hamza-is-dead-white?videoId=600306892,"Hamza bin Laden, a son of slain al Qaeda leader Osama bin Laden and himself a notable figure in the militant group, was killed in a U.S. counter-terrorism operation, the White House said on Saturday.","Hamza bin Laden, the son of Osama bin Laden, is dead, a U.S. official said on Thursday. The official, who spoke on condition of anonymity, did not provide any details on the circumstances of his death or when it took place."
5607,https://www.aljazeera.com/news/2019/09/tropical-storm-humberto-heads-hurricane-hit-bahamas-190914061310418.html,"The storm is expected to strengthen into a hurricane on Saturday, threatening to disrupt relief and rescue efforts.","The storm is expected to bring heavy rain and strong winds as it passes near the islands of Grand Bahama and Abaco, which were devastated by Hurricane Dorian last week."
5608,https://www.irishtimes.com/sport/soccer/harry-maguire-needs-to-stabilise-united-with-leicester-looming-1.4017449,Michael Walker: There is an anxious focus on all areas of the Manchester United team,"Michael Walker: Harry Maguire was at the centre of two penalty incidents in United’s 2-1 win over Aston Villa on Sunday. The first was a clear foul on Maguire by Ezri Konsa, which was not given. The second saw Maguire’s arm"
5609,https://www.newsweek.com/nypd-officer-pleads-guilty-assault-trespassing-breaking-nashville-familys-home-threatening-1459261,Michael Reynolds was staying at an Airbnb in Nashville in July 2018 when he got drunk and broken into a neighbor's house.,"Michael Reynolds, an NYPD officer, has plead guilty to assault, trespassing, and breaking into a Nashville family's home. He has also been accused of threatening the family."
5610,http://espn.go.com/nba/story/_/id/27612971/raptors-launch-branded-hijabs-fan-outreach,The Toronto Raptors say they are the first NBA team to offer an athletic hijab for Muslim women after unveiling the team-branded apparel Friday.,"The Toronto Raptors have launched branded hijabs in an effort to reach out to Muslim fans. The hijabs, which are available in team colors, are made of a lightweight performance fabric."
5611,https://www.cnn.com/videos/health/2019/09/14/diabetic-running-out-of-insulin-wtvf-pkg-vpx.wtvf,"Landon Johnson,a 23-year-old diabetic who is running out of insulin and can't afford more, tells CNN affiliate WTVF he feels like he will die before he turns 30.","Landon Johnson, a Type 1 diabetic, was running out of insulin and didn't have the money to pay for more. He was able to find a program that helped him get the insulin he needed."
5612,https://uk.reuters.com/article/us-ukraine-summit-wheat-idUKKBN1VZ06U,"Ukraine will soon sign its annual wheat export memorandum with traders, the new Minister of Economy, Trade and Agriculture Tymofiy Mylovanov told Reuters on the sidelines of the Yalta European Strategy (YES) summit.","Ukraine will host an international wheat summit in June as the country looks to cement its position as a leading global supplier of the grain, the agriculture ministry said on Tuesday.

The two-day summit will be held in the capital Kiev on June 27-28."
