,url,description,gpt3_description
667,https://www.reuters.com/article/britain-moneylaudering-sentencing-idUSL5N25U40S,A fugitive businessman convicted of money laundering in one of Britain's longest and most complex insider dealing investigations was on Tuesday sentenced in his absence to five years and eight months in prison by a London judge.,"A fugitive who was sentenced to five years in jail for money laundering in Britain has been arrested in Spain, British police said on Tuesday.

The man, who was not identified, was sentenced in his absence in 2017 and was arrested in the Spanish city of Alicante on Monday, Greater Manchester Police said."
668,https://www.reuters.com/article/us-williams-constitution-natgas-idUSKCN1VO29S,"Williams Cos Inc's long-delayed Constitution natural gas pipeline from Pennsylvania to New York could enter service in a couple years after federal regulators found New York took too long to deny a needed water permit, analysts said on Tuesday.","Williams Cos Inc said on Tuesday it would put its Constitution natural gas pipeline project on hold, dealing a blow to the company's growth prospects and sending its shares down nearly 5 percent.
The company said it would take a $1.5 billion charge in the fourth quarter related to the project."
669,https://www.reuters.com/article/us-bulgaria-russia-easteurope-idUSKCN1VO290,"Bulgaria lambasted a World War Two exhibition organized by the Russian Embassy marking ""the liberation of Eastern Europe from Nazism"", saying the region had instead being subjected to a half century of repression by ""Soviet army bayonets"".","Bulgaria lambasted Russia on Thursday for what it called an information war aimed at destabilizing the Balkan country, the latest sign of tension between the two countries.

The statement came a day after Russia's ambassador to Sofia was summoned over comments he made about a possible Bulgarian exit from NATO."
670,https://www.businessinsider.com/biggest-fast-food-menu-item-launches-american-history-2019-8,"Popeyes' chicken sandwich recently took over America, sparking endless fast-food-centric debate and sending thousands of people to stores to try the new menu item. The chicken sandwich joins just a handful of launches that shook the country, with menu items g…",Popeyes' chicken sandwich was so popular that it sold out in just two weeks. The sandwich was so popular that it even caused a chicken sandwich shortage at other fast food restaurants.
671,https://www.businessinsider.com/hurricane-dorian-impact-on-cruise-industry-lower-profits-canceled-routes-2019-9,"Hurricane Dorian has led cruise lines to cancel select routes as two major ports are closed due to the storm. Harry Curtis, a senior analyst at Nomura, expects cruise operators to see a $0.05-per-share decline in quarterly profits as a result. Read more on Ma…",Hurricane Dorian is a tropical cyclone that is currently making its way through the Bahamas. The hurricane has already caused damage to cruise ships and has forced many routes to be canceled.
672,https://www.cnn.com/2019/09/03/us/minnesota-state-fair-shooting-trnd/index.html,Three people were shot and a pedestrian was hit by a vehicle during a chaotic night outside the main gates of the Minnesota State Fair.,"Three people were shot and wounded at the Minnesota State Fair on Sunday night, authorities said. The shooting happened just outside the main entrance to the fairgrounds at about 10:45 p.m."
673,https://www.cnn.com/2019/09/03/investing/saudi-aramco-chairman-ipo/index.html,"Saudi Arabia has taken an important step forward with its long delayed listing of oil giant Aramco, replacing the company's chairman with someone seen as more sympathetic to Crown Prince Mohammad Bin Salman's IPO ambitions.","Saudi Arabia's state-owned oil company, Saudi Aramco, is planning to go public. The company is valued at $2 trillion, making it the most valuable company in the world."
674,http://www.reuters.com/article/us-music-ariana-grande-forever-21/ariana-grande-files-10-million-trademark-lawsuit-against-forever-21-idUSKCN1VO1JG?feedType=RSS&#038;feedName=entertainmentNews&#038;utm_source=feedburner&#038;utm_medium=feed&#038;utm_campaign=Feed%3A+reuters%2Fentertainment+%28News+%2F+US+%2F+Entertainment%29,"The singing superstar Ariana Grande has sued Forever 21 for $10 million, accusing the fashion retailer and a beauty company started by its billionaire founders’ daughters of piggybacking off her fame and influence to sell their wares. In a complaint filed on …",The singing sensation Ariana Grande is suing Forever 21 for $10 million dollars for allegedly stealing her name and likeness to promote their brand. Grande's team sent Forever 21 a cease and desist letter in late 2018 when they noticed the company was using a look-alike model in their ads and selling similar looking
675,https://www.businessinsider.com/video-boris-johnson-loses-majority-as-tory-philip-lee-crosses-floor-2019-9,"Conservative MP Phillip Lee has left his party and joined the Liberal Democrats in a dramatic move which strips Boris Johnson of his majority in parliament. Lee chose to desert the Conservatives in the most public way possible, crossing the floor while the pr…","Conservative MP Philip Lee crossed the floor to the Liberal Democrats on Tuesday, reducing Boris Johnson's majority to just one. The move came as Johnson was facing his first major test in Parliament since becoming prime minister."
676,https://www.reuters.com/article/us-usa-election-new-hampshire-idUSKCN1VO20H,"The simmering rivalry between progressives Bernie Sanders and Elizabeth Warren, presidential contenders with similar policies but sharply different styles, is headed for a showdown in New Hampshire.",The simmering anger over President Donald Trump's policies boiled over on Tuesday as voters in New Hampshire handed Democrats sweeping victories in the state's congressional delegation and state legislature.
677,https://www.businessinsider.com/hurricane-dorian-cost-to-insurers-25-billion-ubs-says-2019-9,"Hurricane Dorian could cost insurers more than $25 billion, according to recent research from UBS. The analysts said the storm could bring total losses of as much as $40 billion, depending on where it lands on Florida's coast. Though reinsurers have built up …",Hurricane Dorian was one of the most powerful and destructive hurricanes on record. The cost to insurers is estimated to be $25 billion.
678,https://www.bbc.co.uk/news/av/uk-politics-49571687/the-moment-tory-mp-philip-lee-defects-to-lib-dems,Philip Lee crosses the floor to join the Lib Dems as PM Boris Johnson addresses the Commons.,"Philip Lee is a British Conservative Party politician who has served as the Member of Parliament (MP) for Bracknell since 2010. On 3 September 2019, he resigned from the Conservative Party and joined the Liberal Democrats, citing his disagreement with the party's handling of Brexit."
679,https://www.cnn.com/2019/09/03/europe/no-deal-brexit-explainer-gbr-intl/index.html,"The countdown to Brexit can now be measured in weeks, if not quite days -- and with time running out for an alternative way forward, Britain and the European Union are currently hurtling towards a no-deal split.","The countdown to Brexit is nearing its final days, and with a no-deal Brexit looking increasingly likely, many are wondering what exactly that would mean. This article provides a brief explanation of some of the potential consequences of a no-deal Brexit."
680,https://www.wsj.com/articles/a-high-tech-sports-bar-on-wheels-for-justin-moore-11567517551,"A High-Tech Sports Bar on Wheels for Justin Moore The Wall Street Journal A look inside the souped-up bus the country star calls Razorback, a tribute to the University of Arkansas.","A High-Tech Sports Bar on Wheels for Justin Moore: This mobile bar is outfitted with 32 TVs, a sound system, and a draft system, and can be rented for events."
681,https://www.businessinsider.com/tcl-roku-4k-tv-deals-amazon-2019-9,"TCL is an excellent budget TV brand, and its 43S425 and 75S425 TVs are great buys. TCL's 4-series TVs are known for their accurate colors, great viewing experience, and affordable price. Both sets use the smart Roku TV platform and support 4K content. For a l…","TCL is a consumer electronics company that manufactures televisions, mobile phones, air conditioners, and refrigerators. The company has its headquarters in Huizhou, Guangdong, China, and operates in over 160 countries."
682,https://abcnews.go.com/Entertainment/wireStory/greece-drafting-bid-parthenon-sculpture-loan-uk-65358412,Greece is preparing a formal request to borrow the British Museum's collection of sculptures removed more than 200 years ago from the ancient Parthenon temple in Athens,Greece is drafting a bid to loan the British Museum the Parthenon Sculptures. The sculptures were taken from the Parthenon in 1812 by British diplomat Lord Elgin.
683,https://www.newsweek.com/wisconsin-mother-shot-dead-son-road-rage-milwaukee-1457330,Police said the Milwaukee woman confronted the other driver after a road accident and he pulled a gun.,Police said a mother was shot and killed by her son in a road rage incident in Milwaukee. The son has been charged with first-degree intentional homicide.
684,https://blogs.wsj.com/economics/2019/09/03/newsletter-how-the-u-s-china-trade-war-is-rippling-through-the-global-economy/,"This is the web version of the WSJ’s newsletter on the economy. You can sign up for daily delivery here. The U.S.-China trade fight is affecting more and more of the world economy, the yuan and the pound hit fresh lows, and U.S. companies are offering a new b…",This is an article about how the U.S.-China trade war is affecting the global economy. It discusses how the trade war is causing economic uncertainty and how it is affecting different countries around the world.
685,https://abcnews.go.com/US/wireStory/utah-woman-found-meth-id-daughter-65362148,Authorities say a Utah woman arrested on suspicion of driving with a suspended license and having illegal drugs tried to persuade an officer she was her daughter,Authorities say a Utah woman who was pulled over for speeding on an interstate highway told the trooper she had meth in her purse and that it probably belonged to her daughter.
686,https://www.wsj.com/articles/overseas-investors-unload-u-s-real-estate-11567508401,"In the second quarter, foreign investors pulled more money out of the U.S. commercial real-estate market than they put in","In the article, it is stated that foreign investors are selling U.S. real estate at a record pace. This is due to the trade war with China, the strong dollar, and the slowing global economy."
687,https://www.newsweek.com/ann-coulter-compares-hurricane-undocumented-migrants-says-least-dorian-patiently-waits-outside-1457268,"""At one mile an hour, at least you could outrun Hurricane Dorian,"" Coulter tweeted.","At one point during Hurricane Dorian, Ann Coulter compared the storm to undocumented migrants, saying that at least the hurricane was patiently waiting outside."
688,https://www.bbc.co.uk/programmes/p07mbdpb,"Michelle Bachelet's father died after being detained and tortured during the first year of General Pinochet's dictatorial rule in Chile. More than 40 years later, Michelle became Chile's first female president. Lyse Doucet hears the story of her remarkable li…","Michelle Bachelet's election as UN High Commissioner for Human Rights is being seen as a victory for women's rights. Bachelet, a former Chilean president, has been an outspoken critic of human rights abuses."
689,http://us.cnn.com/us/live-news/hurricane-dorian-us-florida/index.html,"Hurricane Dorian is tracking its way north, near Florida's east coast. Follow here for the latest forecasts and news updates.","As of 8 a.m. ET Monday, the center of Hurricane Dorian was about 35 miles east of Fort Pierce, Florida, and moving northwest at 8 mph, the National Hurricane Center said."
690,https://www.cbsnews.com/news/hurricane-dorian-update-meet-the-hurricane-hunters-who-fly-into-dorians-eye/,The crew drops GPS sensors while flying directly through the eye to the hurricane's edge and back again,The crew of the Hurricane Hunters are a special breed of aviators who fly into the eye of storms to collect data to help forecasters better understand and predict hurricane behavior.
691,https://www.bbc.co.uk/sport/cricket/49567559,Indian women's cricketer Mithali Raj announces her retirement from international T20s.,The Indian women's cricket team has been accused of faking injuries to slow down the game against England. The team denies the accusations.
692,http://www.aljazeera.com/news/2019/09/france-britain-complicit-yemen-war-crimes-190903103122355.html,"UN investigators also compiled secret list of 160 'main actors' among Saudi, Emirati and Yemeni top brass.","UN investigators say that France and Britain are complicit in Yemen war crimes. The countries are supplying arms to Saudi Arabia, which is using them to kill civilians in Yemen."
693,https://www.cnn.com/2019/09/03/us/cuba-gooding-junior-forcible-touching-jury/index.html,Actor Cuba Gooding Jr.'s sex abuse trial is set to begin Tuesday with jury selection in New York City.,Actor Cuba Gooding Jr. has been charged with forcible touching after a woman accused him of groping her at a New York City bar. Gooding has pleaded not guilty.
694,https://www.businessinsider.com/samsung-new-foldable-phone-square-flip-phone-report-2019-9,"Samsung is developing another foldable phone with a 6.7-inch screen that will resemble an old-school flip phone, according to Bloomberg. The phone is also expected to be thinner and less expensive than the nearly $2,000 Galaxy Fold, which will be launching th…","Samsung is developing a new foldable phone that is square-shaped and flips open like a book, according to a new report. The phone is still in the early stages of development and it's not clear when it will be released."
695,https://www.cnn.com/2019/09/03/us/harry-potter-catholic-church-st-edward-nashville-trnd/index.html,"A Catholic school in Nashville is receiving a lot of what a school leader called ""undesired attention"" over a decision to remove the ""Harry Potter"" book series from its shelves.","A Catholic church in Nashville has been drawing in Harry Potter fans with their themed events. The church has been hosting ""Harry Potter Nights"" complete with games, trivia, and a sorting ceremony."
696,https://www.businessinsider.com/lamborghini-most-powerful-car-ever-first-hybrid-sports-car-sian-2019-9,"Lamborghini announced on Tuesday its most powerful car ever, the Sián. It also doubles as the sports car maker's first model with a hybrid gas-electric powertrain. Only 63 units of the car will be made, each customized and styled by its respective owners, who…","Lamborghini announced the Sian, its first ever hybrid sports car, at the Frankfurt Motor Show. The Sian is also the most powerful Lamborghini ever made, with a total power output of 819 horsepower."
697,https://www.businessinsider.com/boeing-737-max-delay-holidays-american-united-flights-cancelled-2019-9,"New delays in the effort to get the Boeing 737 Max back in the air could mean the plane won't be back in service by the holiday travel season, according to a new Wall Street Journal report. A Boeing briefing to international regulators in August was cut short…",New delays for the Boeing 737 MAX mean that American and United have had to cancel flights for the holidays. The MAX has been grounded since March after two deadly crashes.
698,https://www.wsj.com/articles/taylor-swifts-lover-hits-no-1-but-lags-prior-albums-as-star-bets-on-streaming-11567461523,"Sales of singer’s latest release fall short of predecessors’, in latest sign of streaming platforms reshaping music industry","Sales of Taylor Swift's new album, Lover, have reached number one on the Billboard 200 chart. However, the album's sales are lower than her previous releases."
699,https://www.irishtimes.com/culture/books/heavyweights-atwood-rushdie-and-1-000-page-epic-in-running-for-booker-prize-1.4006169,"Winner of £50,000 prize won last year by Anna Burns to be revealed next month","Winner of the Booker Prize will be announced on October 13th. The shortlist includes Margaret Atwood, Salman Rushdie, and a 1,000 page epic."
700,https://www.newsweek.com/white-supremacist-queen-elizabeth-ii-anthrax-dylann-roof-1457406,"The British man wrote a letter to the Charleston mass shooter thanking him for ""opening my eyes"" to racial ""cleansing.""","The British government is investigating a possible white supremacist plot to send letters containing anthrax to Queen Elizabeth II and other senior members of the royal family. The letters were reportedly sent from the United States by Dylann Roof, the white supremacist who killed nine black churchgoers in Charleston, South Carolina, in 2015."
701,https://www.newsweek.com/catholic-leaders-protest-trump-immigration-1457401,"Some Catholic leaders from New York and New Jersey have organized a demonstration in Newark, New Jersey, against the Trump administration's immigration policies.",Some Catholic leaders are protesting Trump's immigration policies. They say that the policies are inhumane and go against Catholic values.
702,https://abcnews.go.com/Travel/wireStory/london-literary-pub-tour-brings-writers-writing-home-65361137,A playful and IPA-fueled tour unlocks stories linked to London locations where renowned novelists and poets drank and debated literature,"A playful literary pub tour in London brings writers and writing home. The tour includes stops at some of the city's most famous pubs, including the George Orwell, the Charles Dickens, and the Sherlock Holmes."
703,https://www.bbc.co.uk/sport/football/49567760,"Tottenham midfielder Christian Eriksen says he wishes his future could have been resolved ""like in Football Manager"".","Tottenham midfielder Dele Alli has been ruled out of Sunday's Premier League match against Watford with a hamstring injury. Alli, who has scored five goals in his last six games for Spurs, sustained the injury in training on Friday."
704,https://www.bbc.co.uk/news/av/uk-england-birmingham-49568497/birmingham-new-street-young-pianist-s-playing-goes-viral,A schoolboy with autism wins social media fans after a performance at Birmingham New Street station.,"A schoolboy from Birmingham has become an internet sensation after a video of him playing the piano in a shopping centre went viral. The young musician, who has not been named, was filmed playing a piece by Chopin by a passer-by."
705,https://www.cnn.com/2019/09/03/politics/joe-biden-democratic-primary-2020/index.html,There are all sorts of ways to think about the 2020 Democratic primary. Liberal vs. moderate! Old vs. young! Establishment vs. outsider!,"There are 24 Democrats running for president in 2020, but a new poll shows that former Vice President Joe Biden is the clear frontrunner. The poll, conducted by ABC News and The Washington Post, shows that Biden has the support of 32% of Democratic voters."
706,https://www.cnn.com/2019/09/03/investing/pound-sterling-brexit/index.html,nan,The article discusses how the pound sterling has been affected by Brexit. The value of the pound has decreased since the referendum to leave the European Union.
707,https://www.bbc.co.uk/news/world-us-canada-49568967,"The 14-year-old's father, stepmother and siblings are reportedly among those killed in the shooting.",The 14-year-old's parents had reported her missing on Saturday after she failed to return from a party. Police say they believe the girl was abducted by a man she met on social media.
708,https://www.cnn.com/2019/09/03/weather/major-hurricane-dorian-timeline-florida-georgia-south-carolina/index.html,Hurricane Dorian is crawling toward the US. It is forecast to continue to lash Grand Bahama as the hurricane's outer bands move ashore in Florida.,"Hurricane Dorian is a major hurricane that is expected to affect Florida, Georgia, and South Carolina. The hurricane is expected to bring heavy rains and strong winds to the area."
709,http://espn.go.com/nfl/story/_/id/27526589/falcons-rb-swaps-number-honor-slain-brother,"Falcons coach Dan Quinn gave rookie running back Qadree Ollison permission to switch numbers from No. 32 to No. 30 so Ollison could honor his late brother, who was murdered in 2017.","Falcons coach Dan Quinn announced that running back Devonta Freeman will swap jersey numbers with teammate Tevin Coleman to honor Coleman's brother, who was killed in September."
710,https://www.cbsnews.com/video/deadly-southern-california-boat-fire-2019-09-02-latest-updates/,Authorities recovered four bodies and located four others near the wreckage of a boat that caught fire off the coast of California. The vessel remains on the ocean floor and has been described as unstable. Watch the latest update here.,Authorities recovered 20 bodies and are still searching for 29 missing people after a fire broke out on a dive boat off the coast of Southern California. The Coast Guard has suspended its search for the missing.
711,https://abcnews.go.com/International/video/man-wades-flooded-home-dorian-batters-bahamas-65359505,A Freeport man walked through knee-deep water in his home as storm surge from Hurricane Dorian flooded the island.,A Freeport man wades through his flooded home as Hurricane Dorian batters the Bahamas. The man is seen up to his waist in water as he tries to salvage what he can from his home.
712,https://www.irishtimes.com/news/politics/government-needs-to-come-clean-on-likely-no-deal-brexit-says-miche%C3%A1l-martin-1.4006301,"‘Public needs to know now what plans are in place,’ says Fianna Fáil leader","‘Public needs to be told what no-deal Brexit would mean’ – Micheál Martin

The Fianna Fáil leader said the government had a responsibility to share its contingency plans for a no-deal Brexit with the public."
713,https://www.bbc.co.uk/sport/tennis/49572358,Britain's Johanna Konta misses out on the US Open semi-finals after she is worn down by Ukrainian fifth seed Elina Svitolina.,"Britain's Johanna Konta has been knocked out of the French Open in the first round by Slovakia's Viktoria Kuzmova. Konta, who is ranked 26th in the world, lost 6-4 6-2."
714,https://abcnews.go.com/International/video/dramatic-footage-eye-hurricane-dorian-65356263,Video shows the sun beaming down on swirling clouds around the eye of Hurricane Dorian as the deadly storm hovers over the Bahamas.,Video shows the dramatic moment a man's eye was hit by debris from Hurricane Dorian. The man was taken to the hospital and is expected to be okay.
715,https://www.newsweek.com/harvard-university-robby-mook-scott-jennings-political-campaign-course-1457390,"Higher education is being criticized for not preparing students for the real world, which is exactly what this course attempts to do.","The article discusses a new political campaign course being offered at Harvard University. The course will be taught by Robby Mook and Scott Jennings, who are both experienced in political campaigning."
716,https://www.nytimes.com/2019/09/03/world/asia/hong-kong-protests-china-disengagement.html,"Hong Kong’s intellectual and emotional links with the mainland, once strong, are withering, and this distance and disinterest could be the biggest threat facing Beijing.","Hong Kong’s protests have been going on for over two months now, with no end in sight. The protesters are demanding more autonomy from China, and have been met with violence from the police."
717,https://abcnews.go.com/Travel/wireStory/found-alive-dive-boat-catches-fire-34-dead-65362734,Officials say 34 people have died after a boat packed with scuba divers caught fire near an island off the Southern California coast and they have called off search efforts for survivors,Officials say that 34 people are dead and 5 are missing after a dive boat caught fire and capsized near Santa Cruz Island in California. The Coast Guard and other agencies are currently searching for the missing people.
718,https://edition.cnn.com/2019/09/03/sport/christian-coleman-usada-doping-dropped-wada-spt-intl/index.html,Athletes have criticised the US Anti-Doping Agency's (USADA) decision to drop its charges against  sprinter Christian Coleman following the advice of the World Anti-Doping Agency (WADA).,Athletes have been known to push the boundaries when it comes to doping and performance-enhancing drugs. Christian Coleman is no exception.
719,http://www.bbc.co.uk/news/world-middle-east-49563073,"The US, UK and France provide arms and logistical support to a Saudi-led coalition fighting there.",The US has announced that it is withdrawing all of its troops from Syria. The decision was made after a phone call between President Trump and Turkish President Erdogan.
720,https://www.irishtimes.com/life-and-style/health-family/get-smart-how-to-limit-your-child-s-screentime-1.3998606,"How much time do you spend on your smartphone? How about your child? If you don’t know the answer to either of those questions, perhaps you should. While there are benefits of owning a smartphone, the pitfalls have also been documented. A study by the Economi…","How much screen time should my child have? is a question many parents ask. The answer, according to experts, is not as much as you might think."
721,https://www.newsweek.com/hurricane-dorian-scams-fraud-aware-price-gouging-fake-charities-1457403,"In the past, destructive natural disasters have been exploited by scammers. Experts say it is vital to be aware of what to look out for.","In the aftermath of Hurricane Dorian, scammers are taking advantage of people's generosity by setting up fake charities and price gouging for supplies. Be aware of these scams and don't let yourself be taken advantage of."
722,https://www.bbc.co.uk/news/uk-scotland-scotland-business-49567360,Unions say the action later this month will hit all of the drinks giant's sites north of the border.,"Unions say that the UK government's decision to award a £1.6bn contract to build new Royal Navy frigates to a shipyard in South Korea is a ""slap in the face"" to the Scottish workforce. The contract, which was awarded to Daewoo Shipbuilding & Marine Engineering,"
723,https://www.nytimes.com/2019/09/03/books/review/new-this-week.html,"A selection of recent books of interest; plus, a peek at what our colleagues around the newsroom are reading.","A selection of new books includes ""The Topeka School,"" a novel by Ben Lerner that follows a group of teenagers in the 1990s. Also new this week is ""The Girl Who Smiled Beads,"" Clemantine Wamariya's memoir of her childhood spent fleeing the Rwandan genocide."
724,https://www.newsweek.com/mike-pence-trump-doonbeg-golf-ireland-flying-dublin-meetings-1457298,The vice president will use the resort as his base despite it being on the opposite coast to his official meetings.,"The vice president is currently on a trip to Ireland, where he is set to meet with Prime Minister Leo Varadkar and President Michael D. Higgins. While in Ireland, Pence will also be visiting the Trump International Golf Links & Hotel in Doonbeg."
725,https://abcnews.go.com/Politics/wireStory/sen-manchin-run-west-virginia-governor-65357319,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.","Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings."
726,https://www.reuters.com/article/us-slovakia-crime-idUSKCN1VO22S,Slovakia's deputy justice minister Monika Jankovska resigned on Tuesday under pressure from the president and the opposition over her alleged contacts with a suspect in the killing of an investigative journalist.,"Slovakia's deputy prime minister has been charged with ordering the murder of an investigative journalist and his girlfriend, police said on Thursday, a case that has shaken the country and drawn criticism from the European Union.

The charges against Interior Minister Robert Kalinak relate to the killing of Jan Kuciak"
727,https://www.bbc.co.uk/news/uk-scotland-glasgow-west-49563889,A rescue boat is launched in the River Kelvin in Glasgow's west end and part of the bridge is cordoned off.,"A rescue operation is underway after a man fell from the Clifton Suspension Bridge in Bristol. The man, who is in his 20s, is believed to have climbed over the safety barrier before falling."
728,https://www.cnn.com/2019/09/03/politics/cory-booker-climate-plan/index.html,"Sen. Cory Booker on Tuesday unveiled a $3 trillion plan for how he plans to combat the climate crisis if elected president, promising to spend on clean energy, phase out the use of fossil fuels and create a 100% carbon neutral economy in the US.","Sen. Cory Booker unveiled a plan to invest $3 trillion in climate change mitigation and adaptation. The plan includes a focus on clean energy, green infrastructure, and environmental justice."
729,https://www.reuters.com/article/us-tunisia-election-karoui-idUSKCN1VO25H,"A Tunisian appeals court on Tuesday upheld the detention of media magnate Nabil Karoui, a candidate in a Sept. 15 presidential election, on suspicion of tax fraud and money laundering, his lawyer said.","A Tunisian presidential candidate who was jailed on suspicion of money laundering and tax evasion has been released due to a lack of evidence, his lawyer said on Tuesday. The move could boost the chances of Nabil Karoui, a media-friendly tycoon, in Sunday's presidential election."
730,https://www.businessinsider.com/y-combinator-retail-startups,"Y Combinator (YC) is a seed accelerator that provides seed funding and advice to startups. Some of the most successful, highly valued startups in the world are YC alumni. Several consumer retail companies, including Soylent, Le Tote, Goldbelly, and Function o…","Y Combinator is a startup accelerator that provides seed funding, mentorship, and resources to early-stage startups. The company has a retail-focused program that provides access to a network of retail experts and resources to help startups grow their businesses."
731,https://www.aljazeera.com/news/2019/09/france-lots-work-saving-iran-deal-190903143845431.html,European leaders have struggled to calm deepening rift between the US and Iran after Trump withdrew from 2015 agreement.,"European leaders are scrambling to save the Iran nuclear deal after the U.S. pulled out. They are trying to come up with a plan that would allow Iran to keep the benefits of the deal, without the U.S."
732,https://www.nytimes.com/2019/09/03/books/review/how-fast-fashion-is-destroying-the-planet.html,"In “Fashionopolis,” Dana Thomas exposes the environmental, economic and humanitarian hazards of cheap clothing production.","In “Fashionopolis,” Dana Thomas examines how the fashion industry is contributing to climate change and pollution. She argues that the industry must make changes in order to be sustainable."
733,https://www.bbc.co.uk/news/world-us-canada-49563339,"Ismail Ajjawi is admitted after he was controversially blocked based on social media posts, he said.",Ismail Ajjawi is a 17-year-old Palestinian student who was detained by U.S. immigration officials at Boston Logan International Airport and had his student visa revoked.
734,https://www.irishtimes.com/news/crime-and-law/courts/district-court/discovery-of-three-legged-calf-prompts-animal-welfare-charges-on-kerry-farm-1.4006645,Department of Agriculture inspectors told court animal’s foot had been amputated,The Department of Agriculture has brought charges against a Kerry farm under the Animal Health and Welfare Act. The charges were brought after a three-legged calf was found on the farm.
735,https://www.cbsnews.com/video/devastating-images-show-dorian-ravaging-the-bahamas/,"Hurricane Dorian has been pounding the northern Bahamas for nearly 48 hours. Devastating images show the runway at Grand Bahama island's international airport, which looks more like an ocean. Additional photos show the wreckage on other parts of the island, a…","Hurricane Dorian has caused devastation in the Bahamas, leaving many people dead and without homes. The hurricane has caused widespread damage, with many buildings being destroyed and roads being blocked by debris."
736,https://abcnews.go.com/Business/wireStory/survey-us-manufacturing-activity-contracted-august-65357274,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",Get breaking news on the economy as a whole as well as the manufacturing industry with this article. The article discusses a recent survey that says manufacturing activity in the US contracted in August.
737,https://www.irishtimes.com/news/social-affairs/migrant-group-cancels-event-amid-complaints-over-scientology-link-1.4006490,"Presence of scientologists at meetings is becoming more noticeable, say charities",Presence of Scientology at migrant event sparks complaints. The group has since cancelled the event.
738,https://www.newsweek.com/nfl-2019-nfc-west-odds-predictions-los-angeles-rams-seattle-seahawks-1457289,"The Los Angeles Rams have made few changes after reaching the Super Bowl last season, while the Seahawks look to return to the playoffs.","The Los Angeles Rams are the favorites to win the NFC West in 2019, according to oddsmakers. The Rams are coming off a 13-3 season in which they won the division and made it to the Super Bowl."
739,https://www.irishtimes.com/business/financial-services/bank-of-ireland-pulls-300m-bond-sale-amid-brexit-jitters-1.4006362,"Bank was concerned over low level of demand for the bonds, sources say",Bank was forced to pull a €300 million bond sale on Thursday due to Brexit jitters. This is the first time in over a year that the bank has had to cancel a bond sale.
740,https://www.irishtimes.com/business/financial-services/bank-of-ireland-stalls-sale-of-300m-in-junior-bonds-sale-1.4006362,Bank had sought to take advantage of ultra-low rates,Bank had planned to sell the bonds to private investors but put the sale on hold due to volatile markets. The bonds were originally issued to customers who were mis-sold payment protection insurance.
741,https://www.bbc.co.uk/news/uk-scotland-glasgow-west-49569690,"Detectives have launched a ""robust"" criminal investigation into the clash in Glasgow on Friday.",Detectives have charged a man with attempted murder after a police officer was stabbed in the neck in Glasgow. The incident happened on Saturday night in the city's west end.
742,https://www.irishtimes.com/business/agribusiness-and-food/wagamama-parent-slumps-to-96-5m-loss-in-first-half-of-year-1.4006528,Restaurant Group seeking clarity of supply of food and staff after Brexit,"The Restaurant Group, which owns Wagamama, has slumped to a £96.5 million loss in the first half of the year. The company has been hit hard by the pandemic, with all of its restaurants closed for most of the period."
743,https://www.irishtimes.com/news/ireland/irish-news/brexit-mike-pence-signals-strong-support-for-johnson-on-eu-talks-1.4006421,US vice-president’s robust support for Britain had not been expected at Farmleigh event,US vice-president’s visit to Ireland is overshadowed by Brexit and his boss’s criticism of the Irish border backstop. Pence reaffirms US support for the Good Friday Agreement and signals strong support for UK Prime Minister Boris Johnson in Brexit negotiations with the EU.
744,https://www.businessinsider.com/nyc-penthouse-expensive-surplus-divided-up-smaller-units-sales-2019-1,"Some real-estate developers are splitting NYC's penthouses into multiple smaller, cheaper units to get them off the market — and often, it works.","Some real-estate developers in New York City are getting creative in order to sell their expensive, surplus penthouse units. They are dividing the large units up into smaller, more affordable units and selling them as such."
745,https://www.cbsnews.com/news/hurricane-dorian-florida-closures-disney-world-universal-studios-legoland-other-orlando-tourist-attractions-today/,Air travel halted in and out of Orlando as Sunshine State readies for tropical force winds and rain,Air travel is expected to be disrupted across the U.S. East Coast as Hurricane Dorian approaches the Florida coast. The storm is expected to bring heavy rains and strong winds to the area.
746,https://www.cbsnews.com/news/deep-fakes-chinese-app-zao-for-movie-fans-raises-the-specter-of-facial-replacement-technology/,"Zao allows users to place themselves inside movie or TV scenes, to ""become"" famous actors, but experts warn of threats to privacy",Zao allows users to upload images of their faces to superimpose onto movie scenes. The app has raised concerns about the potential for misuse of the technology.
747,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-49563893,The 62-year-old man was pronounced dead at the scene of the collision in Edinburgh's Leith Walk.,The 62-year-old man was charged with attempted murder and released on bail. The incident happened on Saturday night on Leith Walk.
748,https://www.newsweek.com/accused-rapist-worked-police-department-1457437,"Police investigating a series of rapes found evidence linking the crimes to Kenneth Bowen III, who worked for the Clayton County Police Department for three months in 2018.",Police investigating a rape in Connecticut say the accused is a police officer who worked in the department where the victim filed her complaint. The victim says she was raped by the officer while she was in custody.
